MP URI;HP URI;jaccardSimilarity;sigmoidSimilarity;cosineSimilarity;jaccardSubtree;cosineSubtree;descendantsEvaluation;hasLoop;silverMapping;ourScore
http://purl.obolibrary.org/obo/DOID_0050663;http://www.orpha.net/ORDO/Orphanet_610;1;0.999966597;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5900;http://www.orpha.net/ORDO/Orphanet_252046;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080154;http://www.orpha.net/ORDO/Orphanet_26792;0.95;0.499999994;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060843;http://www.orpha.net/ORDO/Orphanet_640;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110161;http://www.orpha.net/ORDO/Orphanet_397968;1;0.999999989;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110968;http://www.orpha.net/ORDO/Orphanet_93382;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6496;http://www.orpha.net/ORDO/Orphanet_209916;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060326;http://www.orpha.net/ORDO/Orphanet_93969;0.9;0.499876605;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14497;http://www.orpha.net/ORDO/Orphanet_75233;1;0.999966597;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0111033;http://www.orpha.net/ORDO/Orphanet_139507;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2187;http://www.orpha.net/ORDO/Orphanet_88661;0.9375;0.499999694;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110149;http://www.orpha.net/ORDO/Orphanet_101085;1;0.999999989;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4969;http://www.orpha.net/ORDO/Orphanet_221117;1;0.999987712;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1395;http://www.orpha.net/ORDO/Orphanet_1247;0.888888889;0.49966465;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2431;http://www.orpha.net/ORDO/Orphanet_391651;0.8;0.333109767;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_13359;http://www.orpha.net/ORDO/Orphanet_98249;1;0.999999388;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11105;http://www.orpha.net/ORDO/Orphanet_227796;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_13482;http://www.orpha.net/ORDO/Orphanet_744;1;0.999987712;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060336;http://www.orpha.net/ORDO/Orphanet_289902;1;0.99999997;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_1825;http://www.orpha.net/ORDO/Orphanet_64280;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9269;http://www.orpha.net/ORDO/Orphanet_511;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4734;http://www.orpha.net/ORDO/Orphanet_280062;0.9;0.499876605;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2860;http://www.orpha.net/ORDO/Orphanet_68364;0.928571429;0.49999774;1;0;0.277498374;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0090104;http://www.orpha.net/ORDO/Orphanet_98934;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3082;http://www.orpha.net/ORDO/Orphanet_182095;0.923076923;0.499993856;1;0.015625;0.227136704;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0050974;http://www.orpha.net/ORDO/Orphanet_101111;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4851;http://www.orpha.net/ORDO/Orphanet_251612;0.846153846;0.333322199;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_859;http://www.orpha.net/ORDO/Orphanet_79242;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3125;http://www.orpha.net/ORDO/Orphanet_276161;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2025;http://www.orpha.net/ORDO/Orphanet_99926;0.866666667;0.333331826;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4534;http://www.orpha.net/ORDO/Orphanet_2108;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060010;http://www.orpha.net/ORDO/Orphanet_39041;1;0.999909204;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050454;http://www.orpha.net/ORDO/Orphanet_98892;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050908;http://www.orpha.net/ORDO/Orphanet_52688;0.9375;0.499999694;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3492;http://www.orpha.net/ORDO/Orphanet_809;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7033;http://www.orpha.net/ORDO/Orphanet_1070;0.833333333;0.493307149;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2224;http://www.orpha.net/ORDO/Orphanet_3318;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2974;http://www.orpha.net/ORDO/Orphanet_1851;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060365;http://www.orpha.net/ORDO/Orphanet_443995;0.9;0.333333323;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5078;http://www.orpha.net/ORDO/Orphanet_251949;0.875;0.499088949;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060358;http://www.orpha.net/ORDO/Orphanet_26791;0.913043478;0.333333333;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050887;http://www.orpha.net/ORDO/Orphanet_857;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_856;http://www.orpha.net/ORDO/Orphanet_79241;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050451;http://www.orpha.net/ORDO/Orphanet_130;1;0.999995479;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5813;http://www.orpha.net/ORDO/Orphanet_760;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110152;http://www.orpha.net/ORDO/Orphanet_101082;1;0.999999989;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060828;http://www.orpha.net/ORDO/Orphanet_324410;1;1;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050955;http://www.orpha.net/ORDO/Orphanet_98756;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050971;http://www.orpha.net/ORDO/Orphanet_101110;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050460;http://www.orpha.net/ORDO/Orphanet_280;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060217;http://www.orpha.net/ORDO/Orphanet_98980;1;0.999998337;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060020;http://www.orpha.net/ORDO/Orphanet_33355;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110302;http://www.orpha.net/ORDO/Orphanet_265;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050984;http://www.orpha.net/ORDO/Orphanet_363710;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060610;http://www.orpha.net/ORDO/Orphanet_2241;0.947368421;0.499999985;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090125;http://www.orpha.net/ORDO/Orphanet_36383;1;1;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1525;http://www.orpha.net/ORDO/Orphanet_33577;0.882352941;0.333333129;0.666666667;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050740;http://www.orpha.net/ORDO/Orphanet_3010;0.941176471;0.499999887;0.40824829;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050476;http://www.orpha.net/ORDO/Orphanet_111;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2476;http://www.orpha.net/ORDO/Orphanet_685;0.866666667;0.333331826;1;0;0.702804183;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0060060;http://www.orpha.net/ORDO/Orphanet_547;0.9375;0.499999694;1;0.024390244;0.699057186;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0060263;http://www.orpha.net/ORDO/Orphanet_2940;0.909090909;0.499954602;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050744;http://www.orpha.net/ORDO/Orphanet_98841;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4845;http://www.orpha.net/ORDO/Orphanet_251615;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050882;http://www.orpha.net/ORDO/Orphanet_98766;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2962;http://www.orpha.net/ORDO/Orphanet_191;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14175;http://www.orpha.net/ORDO/Orphanet_892;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110340;http://www.orpha.net/ORDO/Orphanet_216820;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4430;http://www.orpha.net/ORDO/Orphanet_97283;0.875;0.499088949;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090144;http://www.orpha.net/ORDO/Orphanet_2143;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110301;http://www.orpha.net/ORDO/Orphanet_264;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_876;http://www.orpha.net/ORDO/Orphanet_764;0.75;0.331684918;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5052;http://www.orpha.net/ORDO/Orphanet_31202;0.75;0.331684918;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050157;http://www.orpha.net/ORDO/Orphanet_1302;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050450;http://www.orpha.net/ORDO/Orphanet_358;1;0.999998337;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5379;http://www.orpha.net/ORDO/Orphanet_2133;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11080;http://www.orpha.net/ORDO/Orphanet_75110;0.666666667;0.321342527;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060695;http://www.orpha.net/ORDO/Orphanet_306773;0.818181818;0.33325107;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050634;http://www.orpha.net/ORDO/Orphanet_701;0.928571429;0.49999774;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_13636;http://www.orpha.net/ORDO/Orphanet_84;1;0.999753211;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050956;http://www.orpha.net/ORDO/Orphanet_98758;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080044;http://www.orpha.net/ORDO/Orphanet_93297;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110148;http://www.orpha.net/ORDO/Orphanet_101081;1;0.999999989;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050468;http://www.orpha.net/ORDO/Orphanet_662;0.928571429;0.49999774;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12732;http://www.orpha.net/ORDO/Orphanet_279914;0.923076923;0.499993856;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12714;http://www.orpha.net/ORDO/Orphanet_289;0.941176471;0.499999887;0.577350269;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060272;http://www.orpha.net/ORDO/Orphanet_97249;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14735;http://www.orpha.net/ORDO/Orphanet_91378;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060851;http://www.orpha.net/ORDO/Orphanet_704;0.928571429;0.49999774;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060288;http://www.orpha.net/ORDO/Orphanet_2733;0.9;0.499876605;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060273;http://www.orpha.net/ORDO/Orphanet_166063;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6785;http://www.orpha.net/ORDO/Orphanet_83469;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3659;http://www.orpha.net/ORDO/Orphanet_3166;0.714285714;0.328871433;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12117;http://www.orpha.net/ORDO/Orphanet_60025;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3590;http://www.orpha.net/ORDO/Orphanet_59305;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050632;http://www.orpha.net/ORDO/Orphanet_55;0.928571429;0.49999774;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7765;http://www.orpha.net/ORDO/Orphanet_190;1;0.999753211;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1838;http://www.orpha.net/ORDO/Orphanet_565;1;0.999753211;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12365;http://www.orpha.net/ORDO/Orphanet_673;0.666666667;0.321342527;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4794;http://www.orpha.net/ORDO/Orphanet_251880;0.923076923;0.499993856;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060279;http://www.orpha.net/ORDO/Orphanet_411493;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5702;http://www.orpha.net/ORDO/Orphanet_99969;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7400;http://www.orpha.net/ORDO/Orphanet_647;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10222;http://www.orpha.net/ORDO/Orphanet_732;0.777777778;0.332725966;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2859;http://www.orpha.net/ORDO/Orphanet_2132;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11824;http://www.orpha.net/ORDO/Orphanet_139436;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11719;http://www.orpha.net/ORDO/Orphanet_270;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6846;http://www.orpha.net/ORDO/Orphanet_618;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1761;http://www.orpha.net/ORDO/Orphanet_2483;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050807;http://www.orpha.net/ORDO/Orphanet_168972;1;0.999998337;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5077;http://www.orpha.net/ORDO/Orphanet_251618;0.947368421;0.499999985;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_8683;http://www.orpha.net/ORDO/Orphanet_86850;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110828;http://www.orpha.net/ORDO/Orphanet_231183;1;0.999998337;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060569;http://www.orpha.net/ORDO/Orphanet_1517;0.894736842;0.333333306;0.75;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060330;http://www.orpha.net/ORDO/Orphanet_3022;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11405;http://www.orpha.net/ORDO/Orphanet_1679;0.777777778;0.332725966;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050052;http://www.orpha.net/ORDO/Orphanet_83311;1;0.999999989;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1858;http://www.orpha.net/ORDO/Orphanet_562;0.952380952;0.499999998;0.40824829;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060476;http://www.orpha.net/ORDO/Orphanet_2849;1;0.999987712;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060291;http://www.orpha.net/ORDO/Orphanet_2710;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4810;http://www.orpha.net/ORDO/Orphanet_909;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14500;http://www.orpha.net/ORDO/Orphanet_349;0.75;0.331684918;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14796;http://www.orpha.net/ORDO/Orphanet_235;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14503;http://www.orpha.net/ORDO/Orphanet_216;0.933333333;0.499999168;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6612;http://www.orpha.net/ORDO/Orphanet_2968;0.882352941;0.333333129;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11573;http://www.orpha.net/ORDO/Orphanet_533;0.75;0.331684918;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_8016;http://www.orpha.net/ORDO/Orphanet_251957;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4501;http://www.orpha.net/ORDO/Orphanet_140997;0.941176471;0.499999887;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050354;http://www.orpha.net/ORDO/Orphanet_178478;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3883;http://www.orpha.net/ORDO/Orphanet_144;1;0.999987712;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_3302;http://www.orpha.net/ORDO/Orphanet_178;0.75;0.331684918;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050981;http://www.orpha.net/ORDO/Orphanet_1955;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1388;http://www.orpha.net/ORDO/Orphanet_31150;1;0.999909204;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3246;http://www.orpha.net/ORDO/Orphanet_99757;0.866666667;0.333331826;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050834;http://www.orpha.net/ORDO/Orphanet_138;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9821;http://www.orpha.net/ORDO/Orphanet_180;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060276;http://www.orpha.net/ORDO/Orphanet_284339;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060814;http://www.orpha.net/ORDO/Orphanet_3459;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110276;http://www.orpha.net/ORDO/Orphanet_268;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14451;http://www.orpha.net/ORDO/Orphanet_682;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060240;http://www.orpha.net/ORDO/Orphanet_178338;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110640;http://www.orpha.net/ORDO/Orphanet_157973;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060364;http://www.orpha.net/ORDO/Orphanet_2065;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110295;http://www.orpha.net/ORDO/Orphanet_352479;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090121;http://www.orpha.net/ORDO/Orphanet_320;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10316;http://www.orpha.net/ORDO/Orphanet_182098;0.8;0.333109767;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_899;http://www.orpha.net/ORDO/Orphanet_480501;0.916666667;0.499983299;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060852;http://www.orpha.net/ORDO/Orphanet_2670;1;0.999966597;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060556;http://www.orpha.net/ORDO/Orphanet_306674;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7146;http://www.orpha.net/ORDO/Orphanet_86897;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2801;http://www.orpha.net/ORDO/Orphanet_91364;0.882352941;0.333333129;0.666666667;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050605;http://www.orpha.net/ORDO/Orphanet_37;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050480;http://www.orpha.net/ORDO/Orphanet_83314;0.923076923;0.499993856;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0050449;http://www.orpha.net/ORDO/Orphanet_2309;0.846153846;0.333322199;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14515;http://www.orpha.net/ORDO/Orphanet_893;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11729;http://www.orpha.net/ORDO/Orphanet_91546;1;0.999753211;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2987;http://www.orpha.net/ORDO/Orphanet_342;0.928571429;0.49999774;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060744;http://www.orpha.net/ORDO/Orphanet_705;0.818181818;0.33325107;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14452;http://www.orpha.net/ORDO/Orphanet_681;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1919;http://www.orpha.net/ORDO/Orphanet_510;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080047;http://www.orpha.net/ORDO/Orphanet_750;0.928571429;0.49999774;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110275;http://www.orpha.net/ORDO/Orphanet_267;1;0.999999999;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2297;http://www.orpha.net/ORDO/Orphanet_509;0.777777778;0.332725966;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2702;http://www.orpha.net/ORDO/Orphanet_66627;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3963;http://www.orpha.net/ORDO/Orphanet_100088;0.846153846;0.333322199;1;0;0.617091312;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050569;http://www.orpha.net/ORDO/Orphanet_808;1;0.999995479;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050560;http://www.orpha.net/ORDO/Orphanet_899;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060450;http://www.orpha.net/ORDO/Orphanet_98955;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14472;http://www.orpha.net/ORDO/Orphanet_319247;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3827;http://www.orpha.net/ORDO/Orphanet_2140;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080176;http://www.orpha.net/ORDO/Orphanet_33475;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1099;http://www.orpha.net/ORDO/Orphanet_846;0.75;0.249938303;0;0;0;1;0;4;2
http://purl.obolibrary.org/obo/DOID_0060274;http://www.orpha.net/ORDO/Orphanet_166068;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9521;http://www.orpha.net/ORDO/Orphanet_633;1;0.999966597;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2120;http://www.orpha.net/ORDO/Orphanet_2092;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12098;http://www.orpha.net/ORDO/Orphanet_221091;0.833333333;0.333303068;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050645;http://www.orpha.net/ORDO/Orphanet_3342;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1930;http://www.orpha.net/ORDO/Orphanet_2377;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060447;http://www.orpha.net/ORDO/Orphanet_98956;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080153;http://www.orpha.net/ORDO/Orphanet_42;0.952380952;0.499999998;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3069;http://www.orpha.net/ORDO/Orphanet_94;0.888888889;0.49966465;1;0;0.632455532;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0060738;http://www.orpha.net/ORDO/Orphanet_89840;0.869565217;0.249999999;0.8;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3263;http://www.orpha.net/ORDO/Orphanet_2884;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050461;http://www.orpha.net/ORDO/Orphanet_93;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3774;http://www.orpha.net/ORDO/Orphanet_251674;0.833333333;0.333303068;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090112;http://www.orpha.net/ORDO/Orphanet_2770;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110851;http://www.orpha.net/ORDO/Orphanet_309789;0.95;0.499999994;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11103;http://www.orpha.net/ORDO/Orphanet_83312;0.846153846;0.333322199;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050576;http://www.orpha.net/ORDO/Orphanet_3156;1;0.999998337;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_321;http://www.orpha.net/ORDO/Orphanet_289326;0.916666667;0.499983299;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060483;http://www.orpha.net/ORDO/Orphanet_171851;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060464;http://www.orpha.net/ORDO/Orphanet_1305;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4953;http://www.orpha.net/ORDO/Orphanet_2912;0.8;0.333109767;1;0;0;0;0;4;4
